                     TT10M      WS10M    WD10M     SA10M   PRESSURE RAD-SOLAR RAD-TOTAL   RAD-NET  2-10M DT  Pasquill USTAR-Dry USTAR-Moist OBK-Dry Obk_Moist   ZI-OBS    ZI-DRY   ZI-MOIST  STACK-TT  STACK-VS    Q-SF6     Q-SO2  SF6PPB CONV SO2PPT CONV
  YY MM DD JDAYHR      (K)      (M/S)    (DEG)     (DEG)      (MB)    (W/M^2)   (W/M^2)   (W/M^2)    (C)     Category    (M/S)     (M/S)      (M)       (M)       (M)       (M)       (M)       (K)       (M/S)     (G/S)     (G/S)   (ug/PPB)    (ug/PPT)
  80  4 17 108 11    283.90      2.70    136.80   -999.99   1008.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     29.10   -999.99   8271.40  6.2345E-03  2.7329E+00
  80  4 17 108 12    284.80      1.60    156.60   -999.99   1008.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     29.20   -999.99   8354.00  6.2148E-03  2.7243E+00
  80  4 17 108 13    285.50      1.80    140.40   -999.99   1008.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     29.30   -999.99   8396.50  6.1995E-03  2.7176E+00
  80  4 17 108 14    286.40      2.50    118.80   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     29.70   -999.99   8637.10  6.1678E-03  2.7037E+00
  80  4 17 108 15    287.10      2.70     91.78   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     28.90   -999.99   8235.90  6.1528E-03  2.6971E+00
  80  4 17 108 16    287.10      3.10     91.78   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     29.10   -999.99   8378.00  6.1528E-03  2.6971E+00
  80  4 17 108 17    287.10      2.70     91.78   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     28.20   -999.99   8142.10  6.1528E-03  2.6971E+00
  80  4 17 108 18    286.40      2.00     91.78   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.00   -999.99   8702.10  6.1678E-03  2.7037E+00
  80  4 17 108 19    285.50      1.60    108.00   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     29.90   -999.99   8651.40  6.1872E-03  2.7122E+00
  80  4 17 108 20    285.50      2.20     86.38   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.30   -999.99   8893.40  6.1872E-03  2.7122E+00
  80  4 17 108 21    247.10      2.20    108.00   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.00   -999.99   8703.50  7.1487E-03  3.1337E+00
  80  4 17 108 22    283.90      2.20     91.78   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.50   -999.99   8503.50  6.2283E-03  2.7302E+00
  80  4 17 108 23    283.90      2.50     91.78   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.20   -999.99   8686.70  6.2283E-03  2.7302E+00
  80  4 17 108 24    283.10      1.80    113.40   -999.99   1008.00   -999.99   -999.99   -999.99 -999.9900       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     32.00   -999.99   9168.20  6.2521E-03  2.7406E+00
  80  4 18 109  1    283.10      0.70    318.50   -999.99   1008.00   -999.99   -999.99   -999.99 -999.9900       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     32.00   -999.99   9065.20  6.2521E-03  2.7406E+00
  80  4 18 109  2    283.10      0.90     71.99   -999.99   1008.00   -999.99   -999.99   -999.99 -999.9900       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.60   -999.99   8924.40  6.2521E-03  2.7406E+00
  80  4 18 109  3    282.40      1.30     39.59   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.30   -999.99   8845.50  6.2614E-03  2.7447E+00
  80  4 18 109  4    281.50      1.60     66.59   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.40   -999.99   8760.00  6.2814E-03  2.7535E+00
  80  4 18 109  5    280.80      0.70    115.20   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.40   -999.99   8741.90  6.2971E-03  2.7604E+00
  80  4 18 109  6    280.80      0.90     61.19   -999.99   1008.00   -999.99   -999.99   -999.99 -999.9900       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.30   -999.99   8225.10  6.3033E-03  2.7631E+00
  80  4 18 109  7    281.50      1.60     55.79   -999.99   1008.00   -999.99   -999.99   -999.99 -999.9900       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.20   -999.99   8186.00  6.2876E-03  2.7562E+00
  80  4 18 109  8    283.10      1.80     88.18   -999.99   1009.00   -999.99   -999.99   -999.99 -999.9900       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.40   -999.99   8425.20  6.2583E-03  2.7434E+00
  80  4 18 109  9    285.50      2.20     82.78   -999.99   1009.00   -999.99   -999.99   -999.99 -999.9900       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.40   -999.99   8474.20  6.2057E-03  2.7203E+00
  80  4 18 109 10    286.40      2.00     93.58   -999.99   1009.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.50   -999.99   9050.30  6.1862E-03  2.7118E+00
  80  4 18 109 11    287.90      1.60     98.98   -999.99   1009.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.10   -999.99   8985.40  6.1540E-03  2.6976E+00
  80  4 18 109 12    288.80      0.70     98.98   -999.99   1009.00   -999.99   -999.99   -999.99 -999.9900       1.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.30   -999.99   9280.30  6.1348E-03  2.6892E+00
  80  4 18 109 13    290.40      0.70    109.80   -999.99   1009.00   -999.99   -999.99   -999.99 -999.9900       1.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.00   -999.99   9430.60  6.1010E-03  2.6744E+00
  80  4 18 109 14    291.10      0.70    115.20   -999.99   1008.00   -999.99   -999.99   -999.99 -999.9900       1.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.30   -999.99   9323.90  6.0803E-03  2.6653E+00
  80  4 18 109 15    291.90      1.10     82.78   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.90   -999.99   9157.40  6.0576E-03  2.6554E+00
  80  4 18 109 16    291.90      1.10     61.19   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.70   -999.99   9259.40  6.0576E-03  2.6554E+00
  80  4 18 109 17    291.90      0.90     93.58   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.90   -999.99   8947.70  6.0576E-03  2.6554E+00
  80  4 18 109 18    291.90      1.10     44.99   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.20   -999.99   8633.90  6.0576E-03  2.6554E+00
  80  4 18 109 19    291.10      0.70     77.39   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.50   -999.99   8871.70  6.0682E-03  2.6600E+00
  80  4 18 109 20    290.40      0.40     98.98   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.80   -999.99   8852.50  6.0828E-03  2.6664E+00
  80  4 18 109 21    289.50      0.40    136.80   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     29.40   -999.99   8341.10  6.1017E-03  2.6747E+00
  80  4 18 109 22    288.80      0.20    126.00   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     25.30   -999.99   7129.10  6.1226E-03  2.6839E+00
  80  4 18 109 23    287.10      0.20    142.20   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     20.60   -999.99   5451.50  6.1589E-03  2.6998E+00
  80  4 18 109 24    286.40      0.40    153.00   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     19.30   -999.99   4700.80  6.1739E-03  2.7064E+00
  80  4 19 110  1    285.50      0.70    194.40   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     18.90   -999.99   4685.00  6.1872E-03  2.7122E+00
  80  4 19 110  2    284.80      0.70    216.00   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     18.60   -999.99   4549.80  6.2024E-03  2.7189E+00
  80  4 19 110  3    284.80      0.70    243.00   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     19.40   -999.99   4120.20  6.2024E-03  2.7189E+00
  80  4 19 110  4    284.80      0.40    253.80   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     19.80   -999.99   4207.10  6.2024E-03  2.7189E+00
  80  4 19 110  5    283.90      0.00    253.80   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     19.50   -999.99   4085.90  6.2221E-03  2.7275E+00
  80  4 19 110  6    282.40      0.40    156.60   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     17.20   -999.99   3790.40  6.2552E-03  2.7420E+00
  80  4 19 110  7    282.40      0.40    178.20   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     18.10   -999.99   3725.80  6.2552E-03  2.7420E+00
  80  4 19 110  8    285.50      0.90    205.20   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     14.70   -999.99   4033.70  6.1934E-03  2.7149E+00
  80  4 19 110  9    288.80      1.10    221.40   -999.99   1008.00   -999.99   -999.99   -999.99 -999.9900       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     15.20   -999.99   4408.40  6.1287E-03  2.6866E+00
  80  4 19 110 10    290.40      1.80    232.20   -999.99   1007.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     16.00   -999.99   4582.80  6.0889E-03  2.6691E+00
  80  4 19 110 11    291.90      1.80    253.80   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     16.00   -999.99   4540.70  6.0516E-03  2.6527E+00
  80  4 19 110 12    291.90      2.00    253.80   -999.99   1006.00   -999.99   -999.99   -999.99 -999.9900       1.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     15.90   -999.99   4531.30  6.0516E-03  2.6527E+00
  80  4 19 110 13    292.80      2.20    253.80   -999.99   1005.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     15.40   -999.99   4265.70  6.0270E-03  2.6420E+00
  80  4 19 110 14    293.50      2.20    269.90   -999.99   1004.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     15.00   -999.99   4077.80  6.0066E-03  2.6330E+00
  80  4 19 110 15    294.40      1.80    248.40   -999.99   1003.00   -999.99   -999.99   -999.99 -999.9900       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     15.90   -999.99   4601.70  5.9823E-03  2.6224E+00
  80  4 19 110 16    294.40      2.00    243.00   -999.99   1002.00   -999.99   -999.99   -999.99 -999.9900       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     15.60   -999.99   4447.60  5.9763E-03  2.6198E+00
  80  4 19 110 17    294.40      2.20    232.20   -999.99   1002.00   -999.99   -999.99   -999.99 -999.9900       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     16.40   -999.99   4428.60  5.9763E-03  2.6198E+00
  80  4 19 110 18    294.40      2.00    226.80   -999.99   1002.00   -999.99   -999.99   -999.99 -999.9900       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     17.00   -999.99   4278.50  5.9763E-03  2.6198E+00
  80  4 19 110 19    292.80      1.60    216.00   -999.99   1002.00   -999.99   -999.99   -999.99 -999.9900       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     17.90   -999.99   4180.20  6.0090E-03  2.6341E+00
  80  4 19 110 20    290.40      1.10    205.20   -999.99   1002.00   -999.99   -999.99   -999.99 -999.9900       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     18.20   -999.99   4241.10  6.0586E-03  2.6558E+00
  80  4 19 110 21    289.50      1.30    199.80   -999.99   1003.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     18.20   -999.99   4234.60  6.0836E-03  2.6668E+00
  80  4 19 110 22    287.90      1.30    221.40   -999.99   1003.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     18.40   -999.99   4400.60  6.1174E-03  2.6816E+00
  80  4 19 110 23    286.40      1.10    216.00   -999.99   1003.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     18.30   -999.99   4236.90  6.1494E-03  2.6956E+00
  80  4 19 110 24    285.50      1.10    216.00   -999.99   1004.00   -999.99   -999.99   -999.99 -999.9900       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    416.00     18.60   -999.99   4314.60  6.1749E-03  2.7068E+00
  80  4 20 111  1    285.50      1.30    221.40   -999.99   1004.00   -999.99   -999.99   -999.99 -999.9900       7.0     0.056     0.056     10.20     10.20    131.00     29.00     29.00    416.00     18.30   -999.99   4089.80  6.1749E-03  2.7068E+00
  80  4 20 111  2    284.80      1.80    216.00   -999.99   1003.00   -999.99   -999.99   -999.99 -999.9900       7.0     0.078     0.078     10.20     10.20    105.00     34.00     34.00    416.00     17.30   -999.99   3775.10  6.1839E-03  2.7108E+00
  80  4 20 111  3    284.80      1.80    226.80   -999.99   1002.00   -999.99   -999.99   -999.99 -999.9900       7.0     0.078     0.078     10.20     10.20     99.00     34.00     34.00    416.00     16.90   -999.99   3607.90  6.1778E-03  2.7081E+00
  80  4 20 111  4    283.90      0.90    248.40   -999.99   1002.00   -999.99   -999.99   -999.99 -999.9900       7.0     0.039     0.039     10.20     10.20     95.00     23.00     23.00    416.00     17.50   -999.99   3840.30  6.1974E-03  2.7167E+00
  80  4 20 111  5    283.10      1.10    243.00   -999.99   1002.00   -999.99   -999.99   -999.99 -999.9900       7.0     0.048     0.048     10.20     10.20    174.00     26.00     26.00    416.00     17.80   -999.99   3989.30  6.2149E-03  2.7243E+00
  80  4 20 111  6    283.10      0.90    237.60   -999.99   1003.00   -999.99   -999.99   -999.99 -999.9900       6.0     0.038     0.038     10.00     10.00    128.00     23.00     23.00    416.00     15.00   -999.99   2904.80  6.2211E-03  2.7270E+00
  80  4 20 111  7    283.90      0.90    243.00   -999.99   1003.00   -999.99   -999.99   -999.99 -999.9900       5.0     0.103     0.098     -7.50    -10.70    108.00     22.10     13.10    416.00     14.90   -999.99   3022.90  6.2035E-03  2.7194E+00
  80  4 20 111  8    287.10      1.30    253.80   -999.99   1003.00   -999.99   -999.99   -999.99 -999.9900       4.0     0.165     0.156     -3.90     -5.40    134.00    195.10    118.10    416.00     16.60   -999.99   3276.10  6.1344E-03  2.6891E+00
  80  4 20 111  9    291.10      2.20    269.90   -999.99   1003.00   -999.99   -999.99   -999.99 -999.9900       3.0     0.252     0.240     -7.60    -10.90    213.00    325.10    282.10    416.00     14.60   -999.99   3930.60  6.0501E-03  2.6521E+00
  80  4 20 111 10    293.50      1.80    286.10   -999.99   1003.00   -999.99   -999.99   -999.99 -999.9900       2.0     0.226     0.214     -4.10     -5.80    312.00    416.10    337.10    416.00     15.30   -999.99   4227.70  6.0006E-03  2.6304E+00
  80  4 20 111 11    295.10      2.00    286.10   -999.99   1002.00   -999.99   -999.99   -999.99 -999.9900       2.0     0.247     0.234     -4.60     -6.50    538.00    522.10    401.10    416.00     15.80   -999.99   4249.80  5.9622E-03  2.6135E+00
  80  4 20 111 12    296.80      2.70    269.90   -999.99   1002.00   -999.99   -999.99   -999.99 -999.9900       1.0     0.313     0.298     -8.60    -12.20    952.00    856.10    472.10    416.00     15.70      6.60   4203.90  5.9280E-03  2.5986E+00
  80  4 20 111 13    297.50      2.90    280.70   -999.99   1002.00   -999.99   -999.99   -999.99 -999.9900       2.0     0.329     0.314    -10.10    -14.20   2058.00   2257.10    543.10    416.00     14.90      9.40   3870.80  5.9141E-03  2.5925E+00
  80  4 20 111 14    298.40      2.70    302.30   -999.99   1000.00   -999.99   -999.99   -999.99 -999.9900       2.0     0.304     0.290     -8.60    -12.30   2076.00   2288.10    750.10    416.00     14.60     10.20   3829.60  5.8845E-03  2.5795E+00
  80  4 20 111 15    298.40      2.90    318.50   -999.99    999.70   -999.99   -999.99   -999.99 -999.9900       2.0     0.315     0.301    -11.20    -16.20   2092.00   2313.10    988.10    416.00     14.60      8.20   3824.40  5.8827E-03  2.5787E+00
  80  4 20 111 16    298.40      2.50    313.10   -999.99    999.70   -999.99   -999.99   -999.99 -999.9900       3.0     0.276     0.264     -9.90    -14.30   2104.00   2333.10   1294.10    416.00     15.00      8.40   4029.50  5.8827E-03  2.5787E+00
  80  4 20 111 17    298.40      2.50    329.30   -999.99    999.70   -999.99   -999.99   -999.99 -999.9900       3.0     0.263     0.253    -14.30    -21.00   2113.00   2345.10   1472.10    416.00     14.70   -999.99   3909.30  5.8827E-03  2.5787E+00
  80  4 20 111 18    296.80      1.80    345.50   -999.99    999.70   -999.99   -999.99   -999.99 -999.9900       3.0     0.184     0.177    -19.00    -27.90   2117.00   2348.10   1518.10    416.00     14.80   -999.99   4067.00  5.9144E-03  2.5926E+00
  80  4 20 111 19    295.10      1.80     18.00   -999.99    999.70   -999.99   -999.99   -999.99 -999.9900       4.0     0.076     0.076     10.00     10.00   2118.00   2348.10   1518.10    416.00     14.80   -999.99   3911.30  5.9485E-03  2.6075E+00
  80  4 20 111 20    293.50      1.30     18.00   -999.99    999.70   -999.99   -999.99   -999.99 -999.9900       5.0     0.055     0.055     10.00     10.00    151.00   2348.10   1518.10    416.00     15.80   -999.99   4237.30  5.9809E-03  2.6218E+00
  80  4 20 111 21    292.80      1.10     39.59   -999.99    999.70   -999.99   -999.99   -999.99 -999.9900       6.0     0.047     0.047     10.00     10.00     99.00     26.00     26.00    416.00     19.40   -999.99   4173.50  5.9952E-03  2.6280E+00
  80  4 20 111 22    291.90      0.70     34.19   -999.99    999.70   -999.99   -999.99   -999.99 -999.9900       7.0     0.030     0.030     10.00     10.00     92.00     20.00     20.00    416.00     18.00   -999.99   3975.80  6.0137E-03  2.6361E+00
  80  4 20 111 23    291.90      0.20    334.70   -999.99    999.70   -999.99   -999.99   -999.99 -999.9900       7.0     0.008     0.008      8.90      8.90     89.00      9.00      9.00    416.00     16.80   -999.99   3775.70  6.0137E-03  2.6361E+00
  80  4 20 111 24    290.40      0.70     75.59   -999.99    999.70   -999.99   -999.99   -999.99 -999.9900       7.0     0.030     0.030     10.00     10.00     86.00     20.00     20.00    416.00     16.50   -999.99   3757.10  6.0447E-03  2.6498E+00
  80  4 21 112  1    288.90      3.10     74.29      9.05   -999.99      0.00      0.00    -66.80    1.3550       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     18.70   -999.99   4280.10  6.1585E-03  2.6996E+00
  80  4 21 112  2    287.50      2.36     61.34      9.13   -999.99      0.00      0.00    -66.40    0.9292       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     17.80   -999.99   4038.30  6.1885E-03  2.7128E+00
  80  4 21 112  3    286.90      2.50     53.12      3.82   -999.99      0.00      0.00    -68.50    0.6438       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     17.00   -999.99   4045.80  6.2014E-03  2.7184E+00
  80  4 21 112  4    286.10      1.78     43.74      4.37   -999.99      0.00      0.00    -65.40    1.0640       7.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     19.50   -999.99   4683.40  6.2188E-03  2.7260E+00
  80  4 21 112  5    285.80      2.31     51.60      8.64   -999.99      0.00      0.00    -63.90    0.9072       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     18.40   -999.99   4512.90  6.2253E-03  2.7289E+00
  80  4 21 112  6    285.30      2.04     61.65      4.43   -999.99     24.00     23.96    -31.90    0.5137       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     20.50   -999.99   5321.90  6.2362E-03  2.7337E+00
  80  4 21 112  7    285.40      2.22     70.74      6.70   -999.99    138.20    138.23     64.90    0.0765       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     26.30   -999.99   7207.70  6.2340E-03  2.7327E+00
  80  4 21 112  8    286.40      2.56     76.12      3.63   -999.99    183.20    183.20    132.30   -0.1509       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     29.80   -999.99   8427.80  6.2122E-03  2.7232E+00
  80  4 21 112  9    288.70      2.52     82.73      9.01   -999.99    421.00    420.96    321.80   -0.3474       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     18.20   -999.99   4957.20  6.1628E-03  2.7015E+00
  80  4 21 112 10    292.20      2.62     91.90      9.27   -999.99    631.70    631.69    446.50   -0.4376       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.10   -999.99   8597.40  6.0889E-03  2.6691E+00
  80  4 21 112 11    294.90      2.65     83.52     14.51   -999.99    776.00    776.00    524.20   -0.5112       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.00   -999.99   9174.00  6.0332E-03  2.6447E+00
  80  4 21 112 12    296.30      2.34    107.60     20.27   -999.99    826.90    826.89    551.30   -0.4641       1.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.00   -999.99   9829.70  6.0047E-03  2.6322E+00
  80  4 21 112 13    297.10      1.95   -999.99     30.16   -999.99    826.50    826.52    546.10   -0.5094       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.50   -999.99   9817.00  5.9885E-03  2.6251E+00
  80  4 21 112 14    298.00      2.14    132.50     37.03   -999.99    771.20    771.19    501.90   -0.4679       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.00   -999.99   9995.50  5.9704E-03  2.6172E+00
  80  4 21 112 15    298.60      2.19    125.00     25.36   -999.99    658.70    658.70    419.90   -0.5028       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.40   -999.99  10163.40  5.9584E-03  2.6119E+00
  80  4 21 112 16    299.00      2.83    133.70     19.21   -999.99    506.20    506.24    309.90   -0.3567       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     31.00   -999.99  10268.10  5.9505E-03  2.6084E+00
  80  4 21 112 17    299.00      2.94    151.20     17.55   -999.99    306.70    306.74    165.50   -0.2041       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.00   -999.99   9899.00  5.9505E-03  2.6084E+00
  80  4 21 112 18    298.50      3.60    172.50      8.02   -999.99    124.00    123.96     20.30    0.4489       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.00   -999.99   9854.10  5.9604E-03  2.6128E+00
  80  4 21 112 19    296.90      2.91    161.70      4.91   -999.99     12.00     11.96    -63.40    1.2740       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.60   -999.99   9756.30  5.9925E-03  2.6269E+00
  80  4 21 112 20    294.30      3.33    164.90      2.90   -999.99      0.00      0.00    -73.90    1.5000       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.20   -999.99   9642.90  6.0455E-03  2.6501E+00
  80  4 21 112 21    292.00      3.25    176.20      5.68   -999.99      0.00      0.00    -72.30    1.8180       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.10   -999.99   9558.80  6.0931E-03  2.6709E+00
  80  4 21 112 22    290.80      2.96    202.40     10.82   -999.99      0.00      0.00    -68.30    1.2740       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.20   -999.99   9486.80  6.1182E-03  2.6820E+00
  80  4 21 112 23    289.90      2.48    207.80      4.08   -999.99      0.00      0.00    -66.70    1.3150       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    432.00     30.20   -999.99   9441.70  6.1372E-03  2.6903E+00
